"","Timestamp","How old are you?","Please indicate your sex","Which province or territory do you live in?","What is your highest education level?","Have you been following the election?","How much do you value the alignment between you and the candidate's policies?","How's your satisfaction with the current Canadian government?","How would you rate the current government's response on combating COVID-19?","In your opinion, what is the most important issue facing in Canada today?","If the Federal Election were being held today, who would you vote for?"
"140",2020-10-07 16:00:01,"35-44","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",7,"Somewhat Dissatisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"141",2020-10-07 16:00:07,"45-54","Male","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Dissatisfied",4,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"142",2020-10-07 16:00:10,"35-44","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",5,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"143",2020-10-07 16:00:10,"65+","Female","Manitoba","College, CEGEP or other non-university certificate or diploma","Yes",9,"Very Dissatisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"144",2020-10-07 16:00:09,"25-34","Female","Quebec","No certificate, diploma or degree","No",10,"No Opinion",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"145",2020-10-07 16:00:12,"65+","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"No Opinion",4,"Housing/Homelessness/Proverty","Yves-Francois Blanchet's Bloc Québécois"
"146",2020-10-07 16:00:13,"65+","Female","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",6,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"147",2020-10-07 16:00:18,"35-44","Male","Alberta","Apprenticeship or trades certificate or diploma","Yes",8,"Somewhat Satisfied",6,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"148",2020-10-07 16:00:17,"18-24","Male","Newfoundland and Labrador","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",9,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"149",2020-10-07 16:00:18,"65+","Female","Alberta","No certificate, diploma or degree","Yes",10,"Somewhat Satisfied",8,"Health Care","Yves-Francois Blanchet's Bloc Québécois"
"150",2020-10-07 16:00:06,"45-54","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Satisfied",4,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"151",2020-10-07 16:00:05,"35-44","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"152",2020-10-07 16:00:07,"45-54","Male","Alberta","No certificate, diploma or degree","Yes",10,"Somewhat Dissatisfied",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"153",2020-10-07 16:00:17,"45-54","Female","Alberta","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Dissatisfied",9,"Health Care","Erin O’Toole's Conservative Party of Canada"
"154",2020-10-07 16:00:14,"18-24","Male","Quebec","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"155",2020-10-07 16:00:13,"35-44","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Satisfied",7,"Crime/Public Safety","Justin Trudeau's Liberal Party of Canada"
"156",2020-10-07 16:00:07,"65+","Male","Quebec","Apprenticeship or trades certificate or diploma","Yes",10,"Very Dissatisfied",9,"Health Care","Annamie Paul's Green Party of Canada"
"157",2020-10-07 16:00:16,"65+","Female","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Dissatisfied",7,"Health Care","Justin Trudeau's Liberal Party of Canada"
"158",2020-10-07 16:00:02,"25-34","Female","Quebec","Secondary (high) school diploma or equivalency certificate","No",7,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"159",2020-10-07 16:00:01,"18-24","Female","Ontario","No certificate, diploma or degree","Yes",3,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"160",2020-10-07 16:00:12,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Satisfied",7,"Crime/Public Safety","Justin Trudeau's Liberal Party of Canada"
"161",2020-10-07 16:00:07,"65+","Female","Manitoba","University certificate, diploma or degree at bachelor level or above","No",6,"Very Dissatisfied",4,"Health Care","Justin Trudeau's Liberal Party of Canada"
"162",2020-10-07 16:00:02,"65+","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",6,"Somewhat Satisfied",9,"Environment","Jagmeet Singh's New Democratic Party of Canada"
"163",2020-10-07 16:00:18,"25-34","Female","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"164",2020-10-07 16:00:07,"45-54","Female","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"165",2020-10-07 16:00:11,"25-34","Male","Quebec","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",3,"Health Care","Erin O’Toole's Conservative Party of Canada"
"166",2020-10-07 16:00:08,"65+","Male","Nova Scotia","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Dissatisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"167",2020-10-07 16:00:10,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Very Satisfied",6,"Environment","Jagmeet Singh's New Democratic Party of Canada"
"168",2020-10-07 16:00:01,"25-34","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"169",2020-10-07 16:00:05,"18-24","Male","Alberta","College, CEGEP or other non-university certificate or diploma","No",10,"Somewhat Satisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"170",2020-10-07 16:00:15,"55-64","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",7,"No Opinion",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"171",2020-10-07 16:00:17,"65+","Male","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"172",2020-10-07 16:00:19,"55-64","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",2,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"173",2020-10-07 16:00:10,"18-24","Female","Saskatchewan","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",10,"Housing/Homelessness/Proverty","Others"
"174",2020-10-07 16:00:10,"25-34","Female","Quebec","Secondary (high) school diploma or equivalency certificate","No",9,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"175",2020-10-07 16:00:11,"45-54","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",9,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"176",2020-10-07 16:00:02,"55-64","Male","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",7,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"177",2020-10-07 16:00:04,"65+","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"178",2020-10-07 16:00:14,"25-34","Female","Quebec","No certificate, diploma or degree","No",10,"Very Dissatisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"179",2020-10-07 16:00:17,"25-34","Female","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",8,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"180",2020-10-07 16:00:15,"55-64","Female","Quebec","Apprenticeship or trades certificate or diploma","Yes",8,"Very Satisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"181",2020-10-07 16:00:10,"45-54","Female","British Columbia","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",9,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"182",2020-10-07 16:00:12,"55-64","Male","Nova Scotia","University certificate or diploma below bachelor level","Yes",10,"Somewhat Satisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"183",2020-10-07 16:00:17,"25-34","Male","Ontario","University certificate, diploma or degree at bachelor level or above","No",4,"Somewhat Satisfied",4,"Health Care","Erin O’Toole's Conservative Party of Canada"
"184",2020-10-07 16:00:13,"35-44","Female","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Dissatisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"185",2020-10-07 16:00:09,"35-44","Female","British Columbia","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Dissatisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"186",2020-10-07 16:00:15,"18-24","Female","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"187",2020-10-07 16:00:10,"65+","Female","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"No Opinion",9,"Environment","Erin O’Toole's Conservative Party of Canada"
"188",2020-10-07 16:00:19,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"No Opinion",8,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"189",2020-10-07 16:00:11,"18-24","Male","Alberta","Secondary (high) school diploma or equivalency certificate","No",9,"Very Dissatisfied",8,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"190",2020-10-07 16:00:00,"25-34","Male","Quebec","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Dissatisfied",10,"Foreign Affairs","Justin Trudeau's Liberal Party of Canada"
"191",2020-10-07 16:00:06,"45-54","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",10,"Very Dissatisfied",6,"Energy/Piplines","Justin Trudeau's Liberal Party of Canada"
"192",2020-10-07 16:00:11,"55-64","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",9,"Very Dissatisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"193",2020-10-07 16:00:00,"45-54","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",8,"Housing/Homelessness/Proverty","Others"
"194",2020-10-07 16:00:14,"45-54","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",8,"Very Dissatisfied",8,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"195",2020-10-07 16:00:04,"18-24","Male","Alberta","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Dissatisfied",5,"Environment","Erin O’Toole's Conservative Party of Canada"
"196",2020-10-07 16:00:08,"18-24","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",8,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"197",2020-10-07 16:00:03,"25-34","Male","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"198",2020-10-07 16:00:10,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"199",2020-10-07 16:00:07,"65+","Female","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",5,"Environment","Erin O’Toole's Conservative Party of Canada"
"200",2020-10-07 16:00:01,"55-64","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",7,"Health Care","Erin O’Toole's Conservative Party of Canada"
"201",2020-10-07 16:00:03,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"202",2020-10-07 16:00:06,"18-24","Male","Prince-Edward-Island","College, CEGEP or other non-university certificate or diploma","Yes",5,"Somewhat Dissatisfied",7,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"203",2020-10-07 16:00:08,"25-34","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"204",2020-10-07 16:00:17,"65+","Female","Ontario","University certificate or diploma below bachelor level","No",8,"Very Satisfied",10,"Energy/Piplines","Erin O’Toole's Conservative Party of Canada"
"205",2020-10-07 16:00:09,"18-24","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Satisfied",10,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"206",2020-10-07 16:00:00,"55-64","Female","Ontario","No certificate, diploma or degree","Yes",10,"Somewhat Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"207",2020-10-07 16:00:18,"35-44","Male","Quebec","College, CEGEP or other non-university certificate or diploma","No",8,"Somewhat Dissatisfied",8,"Health Care","Justin Trudeau's Liberal Party of Canada"
"208",2020-10-07 16:00:03,"35-44","Female","Ontario","Apprenticeship or trades certificate or diploma","No",9,"Somewhat Satisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"209",2020-10-07 16:00:08,"25-34","Male","Quebec","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Satisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"210",2020-10-07 16:00:15,"65+","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","No",10,"Somewhat Satisfied",6,"Health Care","Annamie Paul's Green Party of Canada"
"211",2020-10-07 16:00:19,"45-54","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Satisfied",7,"Health Care","Justin Trudeau's Liberal Party of Canada"
"212",2020-10-07 16:00:15,"18-24","Male","Ontario","Apprenticeship or trades certificate or diploma","No",9,"Somewhat Satisfied",8,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"213",2020-10-07 16:00:10,"25-34","Female","Ontario","No certificate, diploma or degree","No",10,"Very Dissatisfied",8,"Health Care","Annamie Paul's Green Party of Canada"
"214",2020-10-07 16:00:11,"55-64","Male","Quebec","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Dissatisfied",5,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
